,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Cabin_num,Side
4013,Earth,0,TRAPPIST-1e,24.0,0,0.0,717.0,222.0,8.0,1.0,1,G,698,S
4014,Europa,0,TRAPPIST-1e,32.0,0,401.0,3724.0,5.0,422.0,62.0,1,C,154,S
4015,Mars,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,0,E,267,P
4016,Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,F,890,P
4017,Earth,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,0,G,701,S
4018,Europa,0,55 Cancri e,28.0,0,0.0,31.0,0.0,1283.0,871.0,1,A,52,S
4019,Earth,0,TRAPPIST-1e,52.0,0,0.0,559.0,0.0,0.0,0.0,1,F,801,S
4021,Mars,0,55 Cancri e,23.0,0,49.0,0.0,2716.0,0.0,0.0,1,D,147,P
4022,Mars,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,,,
4023,Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,0,G,703,S
4024,Europa,0,55 Cancri e,41.0,0,14.0,6777.0,81.0,604.0,2936.0,0,B,138,P
4025,,1,PSO J318.5-22,16.0,0,0.0,0.0,0.0,0.0,0.0,1,G,704,S
4027,Earth,1,55 Cancri e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,G,706,P
4028,Earth,0,55 Cancri e,15.0,0,36.0,841.0,0.0,0.0,0.0,1,F,803,S
4030,Earth,0,TRAPPIST-1e,56.0,0,0.0,779.0,12.0,3.0,35.0,0,F,893,P
4031,Earth,1,PSO J318.5-22,4.0,0,0.0,0.0,0.0,0.0,0.0,1,G,707,P
4032,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,1,G,707,P
4033,Mars,0,55 Cancri e,22.0,0,1371.0,0.0,235.0,0.0,0.0,1,F,805,S
4034,Earth,0,TRAPPIST-1e,37.0,0,0.0,0.0,785.0,3.0,0.0,0,E,270,P
4035,Earth,0,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,1,G,709,P
4036,Earth,0,TRAPPIST-1e,22.0,0,563.0,521.0,364.0,0.0,0.0,0,F,807,S
4037,Europa,0,TRAPPIST-1e,26.0,0,0.0,137.0,0.0,0.0,7629.0,0,B,139,P
4038,Earth,0,TRAPPIST-1e,22.0,0,0.0,3.0,486.0,0.0,228.0,1,E,272,P
4039,Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,G,710,P
4040,Earth,0,PSO J318.5-22,,0,0.0,22.0,0.0,1156.0,0.0,0,F,894,P
4043,Earth,0,TRAPPIST-1e,48.0,0,2.0,0.0,83.0,589.0,233.0,0,G,711,P
4045,Mars,0,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,F,810,S
4049,Earth,0,TRAPPIST-1e,20.0,0,0.0,187.0,712.0,0.0,0.0,1,F,811,S
4051,Mars,0,55 Cancri e,28.0,0,427.0,0.0,754.0,0.0,0.0,1,D,140,S
4052,Earth,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,1,G,707,S
4053,Europa,0,55 Cancri e,28.0,0,0.0,3345.0,0.0,2143.0,27.0,0,B,141,P
4054,Europa,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,1,A,53,S
4055,Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,0,E,281,S
4056,Europa,0,TRAPPIST-1e,29.0,1,267.0,1418.0,257.0,843.0,0.0,1,C,155,S
4057,Europa,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,1,C,155,S
4058,Europa,0,TRAPPIST-1e,36.0,0,0.0,563.0,0.0,1301.0,830.0,1,,,
4059,Europa,0,55 Cancri e,40.0,0,2320.0,0.0,4874.0,3131.0,498.0,1,C,155,S
4060,Mars,0,TRAPPIST-1e,49.0,0,22.0,0.0,1129.0,0.0,77.0,1,F,813,S
4061,Europa,0,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,1,C,156,S
4063,Europa,0,55 Cancri e,44.0,0,0.0,14201.0,0.0,22.0,584.0,1,C,156,S
4064,Mars,0,TRAPPIST-1e,47.0,0,2044.0,0.0,95.0,0.0,120.0,0,F,814,S
4065,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,945.0,0.0,4.0,1,F,815,S
4066,Earth,1,PSO J318.5-22,13.0,0,0.0,0.0,0.0,0.0,0.0,1,G,708,S
4067,Earth,0,TRAPPIST-1e,18.0,0,0.0,35.0,661.0,0.0,63.0,1,F,816,S
4068,Earth,0,TRAPPIST-1e,28.0,0,0.0,1125.0,3.0,562.0,7.0,0,G,717,P
4070,Earth,0,TRAPPIST-1e,50.0,0,444.0,0.0,408.0,0.0,0.0,0,G,718,P
4071,Europa,1,TRAPPIST-1e,47.0,1,0.0,0.0,0.0,0.0,0.0,1,B,142,P
4072,Mars,0,TRAPPIST-1e,55.0,0,802.0,0.0,155.0,4.0,337.0,0,E,275,P
4073,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,1,G,709,S
4074,Earth,0,PSO J318.5-22,39.0,0,0.0,0.0,1.0,0.0,2330.0,0,G,709,S
4075,Earth,0,,21.0,0,641.0,0.0,409.0,0.0,0.0,0,F,895,P
4076,Europa,0,TRAPPIST-1e,37.0,0,33.0,3484.0,17.0,4.0,1384.0,1,C,157,S
4077,Europa,0,TRAPPIST-1e,31.0,0,22.0,10025.0,2.0,124.0,1.0,1,C,157,S
4078,Earth,0,TRAPPIST-1e,23.0,0,115.0,1.0,0.0,0.0,249.0,0,E,276,P
4079,Europa,1,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,B,167,S
4082,Europa,0,TRAPPIST-1e,28.0,0,3.0,2127.0,0.0,696.0,10.0,0,C,137,P
4083,Europa,0,55 Cancri e,40.0,0,0.0,17687.0,0.0,425.0,155.0,1,C,137,P
4084,Europa,0,55 Cancri e,54.0,0,0.0,1832.0,0.0,0.0,1768.0,0,C,137,P
4085,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,F,896,P
4086,Earth,0,55 Cancri e,27.0,0,0.0,14.0,0.0,734.0,331.0,1,F,819,S
4087,Europa,0,TRAPPIST-1e,43.0,0,0.0,1947.0,0.0,0.0,1651.0,1,B,168,S
4089,,0,TRAPPIST-1e,13.0,0,552.0,247.0,0.0,4.0,0.0,0,F,898,P
4090,Earth,0,PSO J318.5-22,15.0,0,0.0,0.0,873.0,0.0,5.0,1,F,899,P
4091,Earth,1,55 Cancri e,37.0,0,0.0,0.0,0.0,0.0,0.0,1,G,710,S
4092,Mars,1,55 Cancri e,32.0,0,0.0,0.0,0.0,0.0,0.0,1,F,900,P
4094,Earth,0,TRAPPIST-1e,21.0,0,3.0,1.0,0.0,1494.0,110.0,0,,,
4095,Europa,0,TRAPPIST-1e,27.0,0,0.0,2717.0,0.0,0.0,986.0,1,C,158,S
4096,Europa,0,55 Cancri e,39.0,0,106.0,243.0,126.0,7.0,4967.0,0,C,158,S
4097,,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,C,158,S
4098,Europa,0,TRAPPIST-1e,25.0,0,0.0,4384.0,4285.0,812.0,360.0,1,C,158,S
4099,Europa,0,55 Cancri e,34.0,0,,7221.0,0.0,288.0,2275.0,1,C,158,S
4100,Mars,1,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0,1,F,821,S
4101,Mars,0,TRAPPIST-1e,42.0,0,954.0,0.0,1.0,0.0,0.0,0,E,283,S
4102,Earth,0,PSO J318.5-22,36.0,0,735.0,0.0,2.0,0.0,0.0,0,F,822,S
4103,Earth,0,PSO J318.5-22,43.0,0,0.0,168.0,3.0,0.0,452.0,1,E,284,S
4104,Earth,0,PSO J318.5-22,23.0,0,65.0,94.0,0.0,0.0,445.0,1,F,901,P
4105,Europa,0,TRAPPIST-1e,57.0,0,0.0,0.0,0.0,0.0,0.0,1,B,169,S
4106,Europa,0,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0,1,B,170,S
4107,Europa,0,TRAPPIST-1e,51.0,0,0.0,16455.0,885.0,0.0,363.0,1,B,170,S
4108,Mars,0,PSO J318.5-22,32.0,0,192.0,0.0,441.0,18.0,0.0,0,F,902,P
4109,Europa,0,TRAPPIST-1e,33.0,0,0.0,0.0,0.0,0.0,0.0,1,B,171,S
4110,Mars,1,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,1,F,903,P
4111,Mars,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,1,F,903,P
4112,Mars,0,TRAPPIST-1e,27.0,0,875.0,0.0,61.0,289.0,0.0,0,F,903,P
4113,Earth,0,TRAPPIST-1e,48.0,0,383.0,0.0,0.0,393.0,10.0,1,F,904,P
4114,Earth,0,55 Cancri e,13.0,0,38.0,0.0,0.0,733.0,0.0,0,G,714,S
4115,Earth,1,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,0,G,722,P
4116,Earth,0,TRAPPIST-1e,18.0,0,754.0,0.0,34.0,0.0,0.0,0,E,278,P
4117,Earth,0,TRAPPIST-1e,23.0,0,0.0,0.0,206.0,681.0,31.0,0,F,905,P
4118,Earth,0,TRAPPIST-1e,23.0,0,0.0,153.0,11.0,646.0,0.0,0,G,715,S
4119,Earth,1,PSO J318.5-22,35.0,0,0.0,0.0,0.0,0.0,0.0,1,,,
4120,Earth,0,TRAPPIST-1e,25.0,0,141.0,3.0,640.0,0.0,100.0,0,G,724,P
4121,Mars,0,TRAPPIST-1e,32.0,0,689.0,0.0,610.0,0.0,0.0,0,E,285,S
4122,Mars,0,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,F,830,S
4123,Mars,1,,5.0,0,0.0,0.0,0.0,0.0,0.0,1,F,830,S
4124,Earth,0,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,G,716,S
4125,Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,1,G,716,S
4126,Earth,1,PSO J318.5-22,29.0,0,0.0,0.0,0.0,0.0,0.0,0,G,725,P
4127,Earth,0,TRAPPIST-1e,55.0,0,134.0,935.0,0.0,6.0,394.0,0,F,831,S
4128,Earth,0,,41.0,0,7.0,0.0,297.0,108.0,361.0,0,G,717,S
4129,Earth,0,TRAPPIST-1e,38.0,0,,2.0,404.0,121.0,0.0,0,G,726,P
4130,Europa,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,1,C,159,S
4131,Earth,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,1,G,719,S
4133,Europa,0,TRAPPIST-1e,50.0,0,0.0,817.0,388.0,78.0,693.0,1,C,160,S
4134,Earth,0,TRAPPIST-1e,23.0,0,27.0,0.0,32.0,725.0,0.0,0,G,720,S
4135,Earth,0,PSO J318.5-22,37.0,0,715.0,0.0,54.0,0.0,0.0,1,G,721,S
4136,Earth,0,TRAPPIST-1e,33.0,0,0.0,0.0,232.0,0.0,622.0,0,G,722,S
4137,Mars,0,TRAPPIST-1e,45.0,0,941.0,281.0,36.0,12.0,39.0,0,F,833,S
4138,Europa,1,55 Cancri e,47.0,0,0.0,0.0,0.0,0.0,0.0,1,B,143,P
4139,Europa,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,1,B,172,S
4140,Europa,0,TRAPPIST-1e,29.0,0,0.0,6338.0,0.0,1366.0,89.0,1,B,172,S
4141,Mars,0,TRAPPIST-1e,19.0,0,30.0,0.0,42.0,3565.0,7.0,0,E,287,S
4143,Europa,0,55 Cancri e,39.0,0,3.0,83.0,0.0,805.0,2983.0,0,D,141,S
4144,Europa,0,TRAPPIST-1e,31.0,0,0.0,46.0,0.0,209.0,2908.0,0,D,141,S
4145,Europa,0,55 Cancri e,29.0,0,0.0,11417.0,12.0,795.0,402.0,1,C,162,S
4146,Mars,0,TRAPPIST-1e,16.0,0,546.0,90.0,23.0,513.0,0.0,0,E,288,S
4147,Earth,0,PSO J318.5-22,18.0,0,0.0,2.0,1513.0,0.0,0.0,1,F,836,S
4149,Earth,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,0,G,728,P
4150,Earth,1,PSO J318.5-22,21.0,0,0.0,0.0,0.0,0.0,0.0,0,G,729,P
4151,Earth,1,PSO J318.5-22,22.0,0,0.0,0.0,0.0,0.0,0.0,1,G,730,P
4152,Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,G,725,S
4153,Mars,0,TRAPPIST-1e,36.0,0,721.0,0.0,471.0,0.0,0.0,0,F,910,P
4154,,0,TRAPPIST-1e,23.0,0,,282.0,0.0,0.0,71.0,1,F,911,P
4155,Europa,1,55 Cancri e,31.0,1,0.0,0.0,0.0,0.0,0.0,1,B,144,P
4156,Europa,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,1,B,144,P
4157,Europa,0,55 Cancri e,50.0,0,0.0,4558.0,0.0,1.0,267.0,1,B,144,P
4158,Earth,0,TRAPPIST-1e,40.0,0,0.0,901.0,0.0,0.0,89.0,0,E,291,S
4159,Earth,0,TRAPPIST-1e,28.0,0,8.0,0.0,77.0,560.0,0.0,0,F,912,P
4160,Europa,0,TRAPPIST-1e,38.0,0,2.0,114.0,771.0,3094.0,448.0,0,B,175,S
4162,Europa,1,55 Cancri e,59.0,0,0.0,0.0,0.0,0.0,0.0,1,B,175,S
4163,Europa,0,55 Cancri e,41.0,0,35.0,6103.0,0.0,180.0,160.0,1,B,175,S
4164,Europa,0,TRAPPIST-1e,33.0,0,0.0,4017.0,0.0,0.0,2260.0,1,B,175,S
4165,Earth,1,TRAPPIST-1e,54.0,0,0.0,0.0,0.0,0.0,0.0,1,,,
4167,Mars,0,TRAPPIST-1e,43.0,0,130.0,0.0,870.0,31.0,26.0,1,D,142,S
4168,Europa,1,55 Cancri e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,C,140,P
4169,Europa,0,55 Cancri e,65.0,0,0.0,7194.0,0.0,6.0,0.0,1,C,140,P
4170,Europa,1,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,C,140,P
4171,Europa,0,TRAPPIST-1e,28.0,0,0.0,3627.0,0.0,31.0,3263.0,0,C,140,P
4173,Earth,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,1,G,727,S
4174,Europa,0,TRAPPIST-1e,28.0,0,0.0,2560.0,0.0,134.0,307.0,0,D,149,P
4175,Earth,0,TRAPPIST-1e,23.0,0,0.0,10.0,159.0,0.0,125.0,1,F,916,P
4177,Earth,1,PSO J318.5-22,16.0,0,0.0,0.0,0.0,0.0,0.0,1,G,733,P
4178,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,1,F,838,S
4179,Earth,0,TRAPPIST-1e,20.0,0,399.0,77.0,311.0,0.0,16.0,0,F,918,P
4180,Europa,1,,29.0,0,0.0,0.0,0.0,0.0,0.0,1,B,145,P
4181,Europa,1,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,B,145,P
4182,Earth,0,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,0,G,728,S
4183,Europa,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,0,A,54,S
4185,Europa,0,TRAPPIST-1e,28.0,0,0.0,1883.0,0.0,1.0,4560.0,0,A,54,S
4186,Europa,0,55 Cancri e,31.0,1,0.0,2461.0,0.0,51.0,2141.0,0,A,40,P
4187,Earth,0,TRAPPIST-1e,23.0,0,36.0,18.0,670.0,0.0,32.0,1,F,919,P
4188,Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,B,146,P
4189,Europa,0,55 Cancri e,43.0,0,0.0,39.0,327.0,4643.0,85.0,0,B,146,P
4190,Earth,0,TRAPPIST-1e,28.0,0,1549.0,0.0,5.0,0.0,0.0,0,F,839,S
4192,Earth,0,TRAPPIST-1e,27.0,0,110.0,0.0,638.0,0.0,0.0,0,F,920,P
4194,Mars,0,TRAPPIST-1e,27.0,0,994.0,0.0,26.0,1.0,0.0,0,E,292,S
4195,Earth,1,TRAPPIST-1e,2.0,0,,0.0,0.0,0.0,0.0,1,G,730,S
4196,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,1,G,730,S
4197,Earth,1,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,1,G,730,S
4198,Europa,0,TRAPPIST-1e,50.0,1,13.0,239.0,0.0,161.0,2355.0,0,A,55,S
4200,Earth,0,TRAPPIST-1e,26.0,0,1170.0,0.0,0.0,187.0,100.0,0,F,921,P
4201,Earth,0,55 Cancri e,31.0,0,23.0,0.0,0.0,0.0,17.0,0,G,731,S
4203,Earth,0,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,0,G,732,S
4204,Earth,0,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,1,G,732,S
4205,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,G,732,S
4206,Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,0,G,732,S
4207,Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,1,G,732,S
4208,Mars,0,TRAPPIST-1e,25.0,0,1956.0,0.0,161.0,239.0,28.0,0,D,151,P
4209,Mars,0,TRAPPIST-1e,63.0,0,3087.0,0.0,60.0,2.0,0.0,0,D,151,P
4211,Mars,0,TRAPPIST-1e,35.0,0,1219.0,0.0,1742.0,740.0,0.0,0,F,922,P
4212,Earth,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,1,G,733,S
4213,Earth,0,TRAPPIST-1e,39.0,0,0.0,3.0,0.0,802.0,49.0,0,G,735,P
4214,Europa,0,55 Cancri e,34.0,0,0.0,337.0,1339.0,92.0,264.0,0,D,143,S
4215,Europa,0,TRAPPIST-1e,36.0,0,0.0,1013.0,1.0,16.0,2825.0,0,B,148,P
4216,Earth,1,TRAPPIST-1e,46.0,0,0.0,0.0,0.0,0.0,0.0,1,G,736,P
4217,Earth,0,TRAPPIST-1e,26.0,0,42.0,65.0,895.0,407.0,0.0,1,F,845,S
4219,Earth,0,55 Cancri e,20.0,0,0.0,3080.0,7.0,0.0,67.0,1,F,924,P
4220,Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,0,G,737,P
4222,Earth,1,PSO J318.5-22,14.0,0,0.0,0.0,0.0,0.0,0.0,0,G,734,S
4224,Earth,0,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,0,G,734,S
4225,Earth,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,1,G,734,S
4226,Earth,0,TRAPPIST-1e,15.0,0,0.0,893.0,0.0,0.0,0.0,1,G,734,S
4227,Earth,0,TRAPPIST-1e,39.0,0,0.0,2.0,0.0,69.0,836.0,0,G,734,S
4228,Earth,0,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,0,G,734,S
4229,Earth,0,TRAPPIST-1e,24.0,0,83.0,0.0,129.0,504.0,0.0,0,F,847,S
4230,,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,1,G,735,S
4231,Mars,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,0,E,281,P
4232,Europa,0,55 Cancri e,53.0,0,0.0,864.0,49.0,39.0,2376.0,1,C,165,S
4233,Europa,0,TRAPPIST-1e,40.0,0,2.0,76.0,0.0,201.0,0.0,0,C,165,S
4234,Mars,0,TRAPPIST-1e,19.0,0,160.0,0.0,889.0,0.0,0.0,0,E,294,S
4235,Mars,0,55 Cancri e,54.0,0,433.0,0.0,867.0,19.0,1.0,0,F,926,P
4236,Mars,0,TRAPPIST-1e,21.0,0,572.0,584.0,128.0,14.0,0.0,0,E,283,P
4237,Mars,0,TRAPPIST-1e,25.0,0,1340.0,0.0,8.0,0.0,0.0,0,F,926,P
4238,Mars,0,TRAPPIST-1e,48.0,0,137.0,0.0,877.0,0.0,0.0,1,E,295,S
4239,Mars,0,PSO J318.5-22,41.0,0,,0.0,1127.0,8.0,0.0,1,D,144,S
4240,Mars,0,TRAPPIST-1e,13.0,0,27.0,0.0,3246.0,0.0,0.0,1,D,144,S
4241,Europa,0,TRAPPIST-1e,57.0,0,0.0,0.0,0.0,0.0,0.0,1,B,177,S
4242,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,B,178,S
4243,Europa,1,55 Cancri e,48.0,0,0.0,0.0,0.0,0.0,0.0,1,B,178,S
4244,Mars,0,TRAPPIST-1e,34.0,0,849.0,51.0,375.0,0.0,24.0,0,E,296,S
4245,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,1,G,736,S
4246,Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,0,G,739,P
4247,Earth,0,55 Cancri e,15.0,0,6.0,1740.0,2184.0,0.0,0.0,1,G,739,P
4248,Earth,0,55 Cancri e,37.0,0,426.0,0.0,2.0,194.0,308.0,0,F,848,S
4249,Earth,0,TRAPPIST-1e,37.0,0,452.0,0.0,234.0,19.0,1290.0,0,F,849,S
4251,Earth,0,TRAPPIST-1e,18.0,0,1.0,1.0,0.0,0.0,746.0,0,F,929,P
4252,Earth,0,TRAPPIST-1e,25.0,0,101.0,32.0,0.0,137.0,633.0,1,F,850,S
4253,Earth,0,PSO J318.5-22,,0,0.0,116.0,2048.0,2.0,0.0,1,F,930,P
4254,Earth,0,55 Cancri e,43.0,0,26.0,132.0,3.0,117.0,555.0,0,G,738,S
4255,Earth,0,TRAPPIST-1e,20.0,0,9.0,0.0,157.0,525.0,0.0,0,F,933,P
4258,Europa,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,1,B,149,P
4259,Earth,0,55 Cancri e,30.0,0,60.0,41.0,553.0,1.0,0.0,1,F,851,S
4261,Earth,0,TRAPPIST-1e,20.0,0,25.0,0.0,796.0,44.0,44.0,0,G,742,P
4263,Earth,0,TRAPPIST-1e,44.0,0,0.0,121.0,0.0,748.0,0.0,0,F,935,P
4264,Earth,0,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,1,G,740,S
4265,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,1,G,740,S
4266,Europa,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,1,B,150,P
4267,Europa,1,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,1,B,150,P
4268,Mars,0,PSO J318.5-22,20.0,1,14.0,0.0,59.0,1777.0,0.0,0,F,936,P
4269,Earth,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,1,G,743,P
4270,Earth,0,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,1,G,744,P
4272,Earth,0,TRAPPIST-1e,42.0,0,0.0,1.0,0.0,17.0,1601.0,0,E,298,S
4273,Earth,0,TRAPPIST-1e,28.0,0,0.0,180.0,516.0,0.0,0.0,1,F,853,S
4274,Mars,0,TRAPPIST-1e,43.0,0,375.0,103.0,1990.0,36.0,0.0,1,F,937,P
4275,Europa,0,PSO J318.5-22,55.0,1,0.0,102.0,0.0,278.0,5353.0,0,C,143,P
4276,Earth,0,TRAPPIST-1e,21.0,0,29.0,27.0,47.0,694.0,11.0,0,G,743,S
4277,Earth,0,TRAPPIST-1e,17.0,0,0.0,656.0,295.0,0.0,35.0,0,E,286,P
4278,Europa,0,55 Cancri e,54.0,0,0.0,559.0,0.0,15238.0,2799.0,0,C,167,S
4279,Earth,0,TRAPPIST-1e,25.0,0,,205.0,0.0,0.0,549.0,1,F,854,S
4281,Europa,0,55 Cancri e,45.0,0,0.0,496.0,0.0,1940.0,4195.0,0,C,168,S
4282,Europa,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,1,B,180,S
4283,Europa,1,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,1,C,169,S
4284,Earth,0,TRAPPIST-1e,30.0,0,,43.0,0.0,0.0,6.0,0,G,745,P
4287,Mars,0,TRAPPIST-1e,42.0,0,4102.0,0.0,36.0,0.0,1825.0,0,F,940,P
4288,Europa,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,1,B,151,P
4289,Europa,0,55 Cancri e,37.0,0,0.0,2235.0,7.0,4098.0,89.0,0,B,151,P
4290,Europa,1,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,1,C,170,S
4292,Earth,0,55 Cancri e,23.0,0,42.0,0.0,0.0,765.0,2.0,0,G,746,S
4293,Earth,0,TRAPPIST-1e,22.0,0,686.0,45.0,16.0,7.0,4.0,1,F,856,S
4294,Mars,0,TRAPPIST-1e,23.0,0,176.0,493.0,169.0,0.0,1023.0,0,F,857,S
4295,Earth,0,TRAPPIST-1e,21.0,0,3.0,65.0,253.0,475.0,0.0,0,F,941,P
4297,Mars,0,TRAPPIST-1e,17.0,0,250.0,0.0,2179.0,0.0,0.0,1,F,858,S
4299,Europa,0,TRAPPIST-1e,33.0,0,0.0,4592.0,0.0,209.0,954.0,1,B,181,S
4300,Europa,0,55 Cancri e,37.0,0,0.0,2337.0,0.0,204.0,76.0,1,B,181,S
4301,Europa,0,55 Cancri e,32.0,0,0.0,154.0,0.0,5492.0,1924.0,0,B,182,S
4302,Mars,0,55 Cancri e,31.0,0,22.0,0.0,0.0,1.0,524.0,0,F,943,P
4303,Europa,0,TRAPPIST-1e,,0,0.0,4020.0,0.0,1635.0,4899.0,0,A,42,P
4305,Mars,0,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,1,F,862,S
4306,Mars,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,F,862,S
4310,Europa,0,TRAPPIST-1e,64.0,0,77.0,2424.0,0.0,3001.0,127.0,0,C,144,P
4311,Europa,0,TRAPPIST-1e,31.0,0,0.0,6670.0,217.0,625.0,20336.0,0,C,144,P
4314,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,1,C,145,P
4315,,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,1,G,751,S
4317,Earth,0,55 Cancri e,36.0,0,0.0,0.0,0.0,725.0,2.0,0,F,945,P
4318,Europa,0,55 Cancri e,26.0,0,0.0,3593.0,47.0,19.0,229.0,1,C,171,S
4319,Europa,0,TRAPPIST-1e,36.0,0,1.0,5234.0,343.0,277.0,12682.0,0,C,171,S
4320,Earth,0,TRAPPIST-1e,37.0,0,374.0,1327.0,10.0,81.0,0.0,0,G,753,S
4321,Earth,0,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,774.0,0.0,0,G,750,P
4322,Europa,0,TRAPPIST-1e,22.0,0,165.0,36.0,0.0,3044.0,556.0,0,C,172,S
4323,Europa,0,55 Cancri e,24.0,0,25.0,3291.0,0.0,6075.0,179.0,0,C,172,S
4324,Earth,0,PSO J318.5-22,23.0,0,0.0,138.0,4.0,412.0,220.0,0,G,751,P
